Species,Common Name,SiteName,SegmCode,Site_location,Pair,Treatm,Transect,Segment,Adults,Nymphs,Larva,Total
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,2,Fen,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-A,MRG1,3,Trailside,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,1,Fen,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,2,Unf,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,1,Unf,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,1,Fen,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,2,Fen,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,2,Unf,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,3,Unf,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,1,Unf,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,2,Fen,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-A,MRG1,3,Trailside,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,1,Fen,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,2,Unf,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,1,Unf,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,1,Fen,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,2,Fen,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,2,Unf,2,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,3,Unf,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,1,Unf,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,2,Fen,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-B,MRG1,3,Trailside,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,1,Fen,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,2,Unf,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,1,Unf,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,1,Fen,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,2,Fen,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,2,Unf,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,3,Unf,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,1,Unf,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,2,Fen,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-B,MRG1,3,Trailside,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,1,Fen,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,2,Unf,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,1,Unf,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,1,Fen,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,2,Fen,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,2,Unf,2,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,3,Unf,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,1,Unf,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,2,Fen,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-B,MRG1,3,Trailside,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG1,1,Fen,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG1,2,Unf,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,1,Unf,2,B,0,2,0,2
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,1,Fen,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-B,MRG2,2,Fen,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,2,Unf,2,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-B,MRG2,3,Unf,2,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,1,Unf,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,2,Fen,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-C,MRG1,3,Trailside,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,1,Fen,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,2,Unf,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,1,Unf,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,1,Fen,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,2,Fen,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,2,Unf,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,3,Unf,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,1,Unf,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,2,Fen,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-C,MRG1,3,Trailside,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,1,Fen,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,2,Unf,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,1,Unf,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,1,Fen,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,2,Fen,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,2,Unf,2,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,3,Unf,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,1,Unf,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,2,Fen,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-C,MRG1,3,Trailside,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG1,1,Fen,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG1,2,Unf,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,1,Unf,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,1,Fen,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-C,MRG2,2,Fen,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,2,Unf,2,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-C,MRG2,3,Unf,2,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,1,Unf,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,2,Fen,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-D,MRG1,3,Trailside,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,1,Fen,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,2,Unf,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,1,Unf,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,1,Fen,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,2,Fen,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,2,Unf,2,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,3,Unf,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,1,Unf,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,2,Fen,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-D,MRG1,3,Trailside,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,1,Fen,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,2,Unf,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,1,Unf,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,1,Fen,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,2,Fen,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,2,Unf,2,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,3,Unf,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,1,Unf,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,2,Fen,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-D,MRG1,3,Trailside,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG1,1,Fen,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG1,2,Unf,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,1,Unf,2,D,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,1,Fen,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-D,MRG2,2,Fen,2,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,2,Unf,2,D,0,2,0,2
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-D,MRG2,3,Unf,2,D,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,1,Unf,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,2,Fen,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-E,MRG1,3,Trailside,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,1,Fen,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,2,Unf,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,1,Unf,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,1,Fen,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,2,Fen,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,2,Unf,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,3,Unf,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,1,Unf,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,2,Fen,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-E,MRG1,3,Trailside,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,1,Fen,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,2,Unf,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,1,Unf,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,1,Fen,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,2,Fen,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,2,Unf,2,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,3,Unf,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,1,Unf,2,E,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,2,Fen,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-E,MRG1,3,Trailside,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG1,1,Fen,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG1,2,Unf,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,1,Unf,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,1,Fen,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-E,MRG2,2,Fen,2,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,2,Unf,2,E,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-E,MRG2,3,Unf,2,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,1,Unf,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-F,MRG1,3,Trailside,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,1,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,2,Unf,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,1,Unf,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,1,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,2,Unf,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,3,Unf,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,1,Unf,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-F,MRG1,3,Trailside,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,1,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,2,Unf,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,1,Unf,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,1,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,2,Unf,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,3,Unf,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,1,Unf,2,F,0,0,1,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-F,MRG1,3,Trailside,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,1,Fen,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG1,2,Unf,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,1,Unf,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,1,Fen,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,2,Unf,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-F,MRG2,3,Unf,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-G,MRG1,3,Trailside,2,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG1,2,Unf,2,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,2,Unf,2,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,3,Unf,2,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-G,MRG1,3,Trailside,2,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG1,2,Unf,2,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,2,Unf,2,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,3,Unf,2,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG1,2,Fen,2,F,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-G,MRG1,3,Trailside,2,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG1,2,Unf,2,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-F,MRG2,2,Fen,2,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,2,Unf,2,G,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-G,MRG2,3,Unf,2,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG1,2,Fen,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-H,MRG1,3,Trailside,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG1,2,Unf,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG2,2,Fen,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,2,Unf,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,3,Unf,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG1,2,Fen,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-2-H,MRG1,3,Trailside,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG1,2,Unf,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG2,2,Fen,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,2,Unf,2,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,3,Unf,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG1,2,Fen,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-2-H,MRG1,3,Trailside,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG1,2,Unf,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-2-H,MRG2,2,Fen,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,2,Unf,2,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-2-H,MRG2,3,Unf,2,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,1,Unf,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,2,Unf,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-A,MRG1,3,Trailside,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,1,Fen,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,2,Fen,3,A,0,0,0,0
